atco_code,line,direction,operator,destination,best_departure_estimate,source,datetime,temperature,humidity,pressure,wind_speed,weather_description,latitude,longitude
0100BRP90310,70,Temple Meads Stn,FBRI,,16:57,"tnds, NextBuses",2024-12-12 16:57:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90310,A1,"Bristol, Bus Station",FBRI,,17:02,"tnds, NextBuses",2024-12-12 17:02:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90312,A1,"Bristol Airport, Airport Terminal",FBRI,,17:04,"tnds, NextBuses",2024-12-12 17:04:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90312,A1,"Bristol, Bus Station",FBRI,,17:07,"tnds, NextBuses",2024-12-12 17:07:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90312,72,Frenchay Campus (Stop A),FBRI,,17:12,"tnds, NextBuses",2024-12-12 17:12:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90310,A1,"Bristol, Bus Station",FBRI,,17:14,"tnds, NextBuses",2024-12-12 17:14:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90312,70,Frenchay Campus (Stop A1),FBRI,,17:17,"tnds, NextBuses",2024-12-12 17:17:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90312,A1,"Bristol, Bus Station",FBRI,,17:19,"tnds, NextBuses",2024-12-12 17:19:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90310,70,Temple Meads Stn,FBRI,,17:21,"tnds, NextBuses",2024-12-12 17:21:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90312,A1,"Bristol Airport, Airport Terminal",FBRI,,17:21,"tnds, NextBuses",2024-12-12 17:21:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90310,A1,"Bristol, Bus Station",FBRI,,17:26,"tnds, NextBuses",2024-12-12 17:26:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90310,73,"Hengrove Park, Hengrove Depot",FBRI,,17:27,"tnds, NextBuses",2024-12-12 17:27:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90312,A1,"Bristol, Bus Station",FBRI,,17:31,"tnds, NextBuses",2024-12-12 17:31:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90312,A1,"Bristol Airport, Airport Terminal",FBRI,,17:33,"tnds, NextBuses",2024-12-12 17:33:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90312,71,Stoke Gifford Bristol Parkway Stn,SCGL,,17:35,tnds,2024-12-12 17:35:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90310,A1,"Bristol, Bus Station",FBRI,,17:39,"tnds, NextBuses",2024-12-12 17:39:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90312,70,UWE Frenchay Campus,FBRI,,17:42,tnds,2024-12-12 17:42:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90312,A1,Bristol Bus Station,FBRI,,17:43,tnds,2024-12-12 17:43:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90312,A1,"Bristol Airport, Airport Terminal",FBRI,,17:45,tnds,2024-12-12 17:45:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90310,70,Temple Meads Stn,FBRI,,17:45,"tnds, NextBuses",2024-12-12 17:45:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90310,73,"Hengrove Park, Hengrove Depot",_noc_FBRI,,17:48,NextBuses,2024-12-12 17:48:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90310,A1,"Bristol, Bus Station",FBRI,,17:51,"tnds, NextBuses",2024-12-12 17:51:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90312,A1,Bristol Bus Station,FBRI,,17:55,tnds,2024-12-12 17:55:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90310,73,Hengrove Bus Depot,FBRI,,17:57,tnds,2024-12-12 17:57:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90312,A1,"Bristol Airport, Airport Terminal",FBRI,,17:57,tnds,2024-12-12 17:57:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90312,70,UWE Frenchay Campus,FBRI,,18:02,tnds,2024-12-12 18:02:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90310,A1,"Bristol, Bus Station",FBRI,,18:03,"tnds, NextBuses",2024-12-12 18:03:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90312,A1,Bristol Bus Station,FBRI,,18:07,tnds,2024-12-12 18:07:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90310,70,Temple Meads Stn,FBRI,,18:08,"tnds, NextBuses",2024-12-12 18:08:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
0100BRP90312,A1,"Bristol Airport, Airport Terminal",FBRI,,18:09,tnds,2024-12-12 18:09:00,9.5,74,1014,6.17,overcast clouds,51.5074,-0.1278
